taxonid_iucn,code,title,timing,scope,severity,score,invasive
44579339,5.3,Logging & wood harvesting,Ongoing,Unknown,Very Rapid Declines,Unknown,
44579339,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Very Rapid Declines,Unknown,
44579445,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
44579445,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
44579445,3.2,Mining & quarrying,Ongoing,Majority (50-90%),Unknown,Unknown,
44579445,7.2,Dams & water management/use,Ongoing,Minority (<50%),Unknown,Unknown,
44579445,7.2.11,Dams (size unknown),Ongoing,Minority (<50%),Unknown,Unknown,
166622,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
166622,9.3.2,"Soil erosion, sedimentation",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
11532,11.2,Droughts,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
11532,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
11532,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
11532,9.2,Industrial & military effluents,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
11532,9.2.2,Seepage from mining,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
11532,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
11532,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
11532,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
11532,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
91093426,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
91093426,2.2.2,Agro-industry plantations,Ongoing,Unknown,Unknown,Unknown,
91093426,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
91093426,7.2.3,Abstraction of surface water (agricultural use),Ongoing,Unknown,Unknown,Unknown,
91093426,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
91093426,9.3.1,Nutrient loads,Ongoing,Unknown,Unknown,Unknown,
91093426,9.3.2,"Soil erosion, sedimentation",Ongoing,Unknown,Unknown,Unknown,
91093426,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Unknown,Unknown,
139547775,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
139547775,6.1,Recreational activities,Ongoing,,,Low Impact: 3,
11545,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
11545,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
11545,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
11545,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
11545,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
11545,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
11545,8.1,Invasive non-native/alien species/diseases (Acacia cyclops),Ongoing,,,Low Impact: 3,Acacia cyclops
11545,8.1,Invasive non-native/alien species/diseases (Acacia saligna),Ongoing,,,Low Impact: 3,Acacia saligna
11545,8.1.2,Named species (Acacia cyclops),Ongoing,,,Low Impact: 3,Acacia cyclops
11545,8.1.2,Named species (Acacia saligna),Ongoing,,,Low Impact: 3,Acacia saligna
11539,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
11539,2.1.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
11539,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
11539,2.3.1,Nomadic grazing,Ongoing,,,Low Impact: 3,
11539,4.1,Roads & railroads,Future,,,No/Negligible Impact: 1,
11539,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
11539,7.1.1,Increase in fire frequency/intensity,Ongoing,,,Low Impact: 3,
161319448,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
161319448,11.2,Droughts,Ongoing,,,Low Impact: 3,
161319448,1.2,Commercial & industrial areas,Future,,,No/Negligible Impact: 1,
161319448,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
161319448,2.3.1,Nomadic grazing,Ongoing,,,Low Impact: 3,
161319448,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
161319448,7.1.2,Supression in fire frequency/intensity,Ongoing,,,Low Impact: 3,
193106688,2.1,Annual & perennial non-timber crops,Future,Majority (50-90%),Unknown,Unknown,
193106688,2.1.3,Agro-industry farming,Future,Majority (50-90%),Unknown,Unknown,
193106688,3.2,Mining & quarrying,Future,Whole (>90%),Unknown,Unknown,
193106688,5.3,Logging & wood harvesting,Future,Whole (>90%),Unknown,Unknown,
193106688,5.3,Logging & wood harvesting,Ongoing,Whole (>90%),Unknown,Unknown,
193106688,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Unknown,Unknown,
193106688,5.3.4,Unintentional effects: (large scale) [harvest],Future,Whole (>90%),Unknown,Unknown,
193106753,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
193106753,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
193106753,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
193106753,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
11575,11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
11575,11.2,Droughts,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
11575,7.1,Fire & fire suppression,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
11575,7.1.1,Increase in fire frequency/intensity,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
11579,7.2,Dams & water management/use,Ongoing,Majority (50-90%),Unknown,Unknown,
11579,7.2.4,Abstraction of surface water (unknown use),Ongoing,Majority (50-90%),Unknown,Unknown,
11579,7.2.8,Abstraction of ground water (unknown use),Ongoing,Majority (50-90%),Unknown,Unknown,
11579,8.1,Invasive non-native/alien species/diseases,Ongoing,Majority (50-90%),Unknown,Unknown,
11579,8.1,Invasive non-native/alien species/diseases (Lepomis cyanellus),Ongoing,Majority (50-90%),Unknown,Unknown,Lepomis cyanellus
11579,8.1,Invasive non-native/alien species/diseases (Oncorhynchus mykiss),Ongoing,Majority (50-90%),Unknown,Unknown,Oncorhynchus mykiss
11579,8.1.1,Unspecified species,Ongoing,Majority (50-90%),Unknown,Unknown,
11579,8.1.2,Named species (Lepomis cyanellus),Ongoing,Majority (50-90%),Unknown,Unknown,Lepomis cyanellus
11579,8.1.2,Named species (Oncorhynchus mykiss),Ongoing,Majority (50-90%),Unknown,Unknown,Oncorhynchus mykiss
64352,2.1,Annual & perennial non-timber crops,Ongoing,,,,
64352,2.1.2,Small-holder farming,Ongoing,,,,
64352,7.1,Fire & fire suppression,Ongoing,,,,
64352,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,,
172507,7.2,Dams & water management/use,Future,Whole (>90%),Rapid Declines,Medium Impact: 6,
172507,7.2.10,Large dams,Future,Whole (>90%),Rapid Declines,Medium Impact: 6,
172507,8.1,Invasive non-native/alien species/diseases (Clarias gariepinus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Clarias gariepinus
172507,8.1,Invasive non-native/alien species/diseases (Cyprinus carpio),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Cyprinus carpio
172507,8.1,Invasive non-native/alien species/diseases (Oreochromis mossambicus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Oreochromis mossambicus
172507,8.1.2,Named species (Clarias gariepinus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Clarias gariepinus
172507,8.1.2,Named species (Cyprinus carpio),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Cyprinus carpio
172507,8.1.2,Named species (Oreochromis mossambicus),Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,Oreochromis mossambicus
134450,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
134450,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
134450,2.2.3,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
134450,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
134450,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
134450,6.1,Recreational activities,Ongoing,,,Low Impact: 3,
134450,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
134450,9.3.2,"Soil erosion, sedimentation",Ongoing,,,Low Impact: 3,
136376,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
136376,2.1.1,Shifting agriculture,Ongoing,,,Low Impact: 3,
136731,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
136731,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
136731,3.2,Mining & quarrying,Ongoing,Unknown,Unknown,Unknown,
136731,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
136731,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
136731,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
136731,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
136662,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
136662,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
136662,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
136662,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
136662,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
136662,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
136662,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
136662,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
136662,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
136662,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
136662,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
136662,7.1.3,Trend Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
11616,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
11616,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
11616,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
11616,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
11616,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
11616,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
11616,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
11617,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
11617,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
11617,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
11617,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
11617,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
11617,7.1.3,Trend Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
136263,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
136263,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
136263,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
136263,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
136761,11.1,Habitat shifting & alteration,Ongoing,,,Low Impact: 3,
136761,11.2,Droughts,Ongoing,,,Low Impact: 3,
136761,11.3,Temperature extremes,Ongoing,,,Low Impact: 3,
136761,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
136761,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
136761,3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,
136761,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
136761,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
136761,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
136761,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
136761,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
136761,7.1.3,Trend Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
11618,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
11618,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Unknown,Unknown,Unknown,
11618,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
11618,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
11618,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
11618,7.1.3,Trend Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
11619,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
11619,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
11619,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
11619,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
136609,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
136609,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
136609,3.2,Mining & quarrying,Ongoing,Unknown,Unknown,Unknown,
136609,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
136609,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
136796,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
136796,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
136796,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
136796,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
136677,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
136677,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
136254,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
136254,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
136254,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
136254,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
16971518,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
16971518,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
16971518,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
16971518,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
16971518,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
136311,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
136311,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
136311,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
136311,7.1.1,Increase in fire frequency/intensity,Ongoing,Unknown,Unknown,Unknown,
103898314,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
103898314,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
66081196,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
66081196,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
66081196,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
66082587,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,
66082587,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
66082587,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
66082587,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
66082587,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
66082619,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
66082619,2.1.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
66082619,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
66082619,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
75161349,1.1,Housing & urban areas,Ongoing,Majority (50-90%),Unknown,Unknown,
176241,1.1,Housing & urban areas,Ongoing,Majority (50-90%),Unknown,Unknown,
158879183,11.1,Habitat shifting & alteration,Ongoing,,,Low Impact: 3,
158879183,11.2,Droughts,Ongoing,,,Low Impact: 3,
158879183,7.1,Fire & fire suppression,Ongoing,,,Low Impact: 3,
158879183,7.1.1,Increase in fire frequency/intensity,Ongoing,,,Low Impact: 3,
158879183,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
158879183,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
139153125,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
139153125,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
139153125,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
22702183,2.2,Wood & pulp plantations,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22702183,2.2.3,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22702183,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Rapid Declines,,
22702183,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Majority (50-90%),Rapid Declines,,
22702183,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22702183,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22702183,7.1,Fire & fire suppression,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
22702183,7.1.1,Increase in fire frequency/intensity,Ongoing,Majority (50-90%),"Slow, Significant Declines",,
11656,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
11656,2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
156987,2.3,Livestock farming & ranching,Ongoing,Unknown,Unknown,Unknown,
156987,2.3.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
156987,5.3,Logging & wood harvesting,Future,Unknown,Unknown,Unknown,
156987,5.3.5,Motivation Unknown/Unrecorded,Future,Unknown,Unknown,Unknown,
11655,6.1,Recreational activities,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
11655,7.1,Fire & fire suppression,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
11655,7.1.1,Increase in fire frequency/intensity,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,
11655,8.1,Invasive non-native/alien species/diseases (Unspecified Rattus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Unspecified Rattus
11655,8.1.2,Named species (Unspecified Rattus),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Unspecified Rattus
167656,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
167656,8.1,Invasive non-native/alien species/diseases (Unspecified CYPRINIDAE),Ongoing,,,Low Impact: 3,Unspecified CYPRINIDAE
167656,8.1,Invasive non-native/alien species/diseases (Unspecified Tilapia),Ongoing,,,Low Impact: 3,Unspecified Tilapia
167656,8.1.2,Named species (Unspecified CYPRINIDAE),Ongoing,,,Low Impact: 3,Unspecified CYPRINIDAE
167656,8.1.2,Named species (Unspecified Tilapia),Ongoing,,,Low Impact: 3,Unspecified Tilapia
167656,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
167656,9.1.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
167656,9.2,Industrial & military effluents,Ongoing,,,Low Impact: 3,
167656,9.2.3,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
167656,9.5,Air-borne pollutants,Ongoing,,,Low Impact: 3,
167656,9.5.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
49254597,1.1,Housing & urban areas,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,
49254597,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Unknown,Unknown,
49254597,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Unknown,Unknown,
49254597,7.1,Fire & fire suppression,Ongoing,Majority (50-90%),Unknown,Unknown,
49254597,7.1.1,Increase in fire frequency/intensity,Ongoing,Majority (50-90%),Unknown,Unknown,
192931,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
192931,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
192931,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
192931,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91947985,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91947985,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
91947985,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91947985,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
48101579,2.4,Marine & freshwater aquaculture,Ongoing,Minority (<50%),Unknown,Unknown,
48101579,2.4.2,Industrial aquaculture,Ongoing,Minority (<50%),Unknown,Unknown,
48101579,4.1,Roads & railroads,Ongoing,Unknown,Unknown,Unknown,
48101579,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
48101579,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
48101669,3.2,Mining & quarrying,Ongoing,Unknown,Unknown,Unknown,
48101669,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
48101669,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91948288,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91948288,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
91948288,3.3,Renewable energy,Ongoing,Unknown,Unknown,Unknown,
91948288,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91948288,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
149684973,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
149684973,2.1.4,Scale Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
91948581,2.2,Wood & pulp plantations,Ongoing,Unknown,Unknown,Unknown,
91948581,2.2.1,Small-holder plantations,Ongoing,Unknown,Unknown,Unknown,
91948581,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91948581,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
88320892,1.3,Tourism & recreation areas,Unknown,Unknown,Unknown,Unknown,
88320892,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
88320892,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
48101708,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
48101708,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
48101708,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
48101708,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
48101708,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
48101708,7.2.10,Large dams,Ongoing,Unknown,Unknown,Unknown,
164453381,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
164453381,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
91948901,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91948901,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
91948901,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91948901,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
91948901,6.3,Work & other activities,Ongoing,Unknown,Unknown,Unknown,
57574,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
57574,6.1,Recreational activities,Ongoing,Unknown,Unknown,Unknown,
57574,7.1,Fire & fire suppression,"Past, Unlikely to Return",Unknown,Unknown,Past Impact,
57574,7.1.1,Increase in fire frequency/intensity,"Past, Unlikely to Return",Unknown,Unknown,Past Impact,
57574,9.1,Domestic & urban waste water,Ongoing,Unknown,,Unknown,
57574,9.1.1,Sewage,Ongoing,Unknown,,Unknown,
149685117,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
149685117,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
149685117,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
149685117,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
149685117,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
84335525,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
84335525,2.1.3,Agro-industry farming,Ongoing,Unknown,Unknown,Unknown,
84335525,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
84335525,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
84335525,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
84335525,7.2.10,Large dams,Ongoing,Unknown,Unknown,Unknown,
79076469,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
79076469,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
79076469,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,,,Low Impact: 3,
91948932,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
91948932,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
91948932,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
91948932,5.3.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
145405617,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
145405617,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
57625,1.3,Tourism & recreation areas,Ongoing,Unknown,Unknown,Unknown,
57625,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
57625,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
57625,7.2,Dams & water management/use,Ongoing,Unknown,Unknown,Unknown,
57625,7.2.11,Dams (size unknown),Ongoing,Unknown,Unknown,Unknown,
