taxonid_iucn,code,title,timing,scope,severity,score,invasive
22698252,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,
22698252,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,
22698252,8.1,Invasive non-native/alien species/diseases (Felis catus),Future,Whole (>90%),"Slow, Significant Declines",Low Impact: 5,Felis catus
22698252,8.1,Invasive non-native/alien species/diseases (Mustela erminea),Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,Mustela erminea
22698252,8.1,Invasive non-native/alien species/diseases (Sus domesticus),Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,Sus domesticus
22698252,8.1.2,Named species (Felis catus),Future,Whole (>90%),"Slow, Significant Declines",Low Impact: 5,Felis catus
22698252,8.1.2,Named species (Mustela erminea),Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,Mustela erminea
22698252,8.1.2,Named species (Sus domesticus),Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,Sus domesticus
22698252,9.6,Excess energy,Ongoing,Minority (<50%),No decline,Low Impact: 4,
22698252,9.6.1,Light pollution,Ongoing,Minority (<50%),No decline,Low Impact: 4,
78929632,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
78929632,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
78929632,2.1.3,Agro-industry farming,Ongoing,,,Low Impact: 3,
157786883,3.2,Mining & quarrying,Ongoing,Majority (50-90%),Unknown,Unknown,
19922526,11.2,Droughts,"Past, Likely to Return",Whole (>90%),Unknown,Past Impact,
19922526,9.3,Agricultural & forestry effluents,Ongoing,Whole (>90%),Unknown,Unknown,
19922526,9.3.1,Nutrient loads,Ongoing,Whole (>90%),Unknown,Unknown,
172379,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
172379,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
172379,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
172379,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
172379,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
172461,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
172461,9.2.3,Type Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
172463,8.1,Invasive non-native/alien species/diseases,Ongoing,Unknown,Unknown,Unknown,
172463,8.1.1,Unspecified species,Ongoing,Unknown,Unknown,Unknown,
172463,9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,
172463,9.1.1,Sewage,Ongoing,Unknown,Unknown,Unknown,
195362,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
195362,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
195362,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Unknown,Unknown,
195362,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Unknown,Unknown,
195362,7.3,Other ecosystem modifications,Ongoing,Unknown,Unknown,Unknown,
195362,9.3,Agricultural & forestry effluents,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
195362,9.3.2,"Soil erosion, sedimentation",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
195362,9.3.3,Herbicides and pesticides,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
195361,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
195361,9.3.1,Nutrient loads,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
195361,9.3.2,"Soil erosion, sedimentation",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
195361,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
49697894,10.1,Volcanoes,"Past, Likely to Return",Minority (<50%),Very Rapid Declines,Past Impact,
49697894,1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
49697894,1.3,Tourism & recreation areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
49697894,2.3,Livestock farming & ranching,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
49697894,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
47687189,1.3,Tourism & recreation areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
47687189,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
47687189,2.3.1,Nomadic grazing,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
41669,1.1,Housing & urban areas,Ongoing,Minority (<50%),Unknown,Unknown,
41669,11.1,Habitat shifting & alteration,Unknown,Whole (>90%),Unknown,Unknown,
41669,1.2,Commercial & industrial areas,Ongoing,Minority (<50%),Unknown,Unknown,
41669,12.1,Other threat,Ongoing,Unknown,Unknown,Unknown,
41669,1.3,Tourism & recreation areas,Future,Minority (<50%),Unknown,Unknown,
41669,3.1,Oil & gas drilling,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
41669,4.3,Shipping lanes,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
41669,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
41669,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
41669,5.4,Fishing & harvesting aquatic resources,"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
41669,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
41669,5.4.2,Intentional use: (large scale) [harvest],"Past, Unlikely to Return",Majority (50-90%),"Slow, Significant Declines",Past Impact,
41669,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,
41669,6.1,Recreational activities,Ongoing,Unknown,Unknown,Unknown,
41669,6.3,Work & other activities,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
41669,7.3,Other ecosystem modifications,Ongoing,Minority (<50%),Unknown,Unknown,
41669,8.1,Invasive non-native/alien species/diseases (Mnemiopsis leidyi),Ongoing,Majority (50-90%),Unknown,Unknown,Mnemiopsis leidyi
41669,8.1.2,Named species (Mnemiopsis leidyi),Ongoing,Majority (50-90%),Unknown,Unknown,Mnemiopsis leidyi
41669,9.2,Industrial & military effluents,Ongoing,Unknown,Unknown,Unknown,
41669,9.2.1,Oil spills,Ongoing,Unknown,Unknown,Unknown,
41669,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
41669,9.3.3,Herbicides and pesticides,Ongoing,Unknown,Unknown,Unknown,
41669,9.6,Excess energy,Ongoing,Unknown,Unknown,Unknown,
41669,9.6.3,Noise pollution,Ongoing,Unknown,Unknown,Unknown,
41675,1.1,Housing & urban areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
41675,11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
41675,1.2,Commercial & industrial areas,"Past, Likely to Return",Minority (<50%),Negligible declines,Past Impact,
41675,12.1,Other threat,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
41675,1.3,Tourism & recreation areas,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
41675,4.3,Shipping lanes,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
41675,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
41675,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
41675,6.1,Recreational activities,Ongoing,Majority (50-90%),Negligible declines,Low Impact: 5,
41675,7.2,Dams & water management/use,"Past, Unlikely to Return",Whole (>90%),"Slow, Significant Declines",Past Impact,
41675,7.2.4,Abstraction of surface water (unknown use),"Past, Unlikely to Return",Whole (>90%),"Slow, Significant Declines",Past Impact,
41675,8.2,Problematic native species/diseases,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,
41675,9.1,Domestic & urban waste water,"Past, Likely to Return",Majority (50-90%),Unknown,Past Impact,
41675,9.1.2,Run-off,"Past, Likely to Return",Majority (50-90%),Unknown,Past Impact,
41675,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
41675,9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,
47266720,5.3,Logging & wood harvesting,Ongoing,Unknown,Unknown,Unknown,
47266720,5.3.5,Motivation Unknown/Unrecorded,Ongoing,Unknown,Unknown,Unknown,
103831996,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
103831996,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
172872,7.1,Fire & fire suppression,Ongoing,Unknown,Unknown,Unknown,
172872,7.1.1,Increase in fire frequency/intensity,Ongoing,Unknown,Unknown,Unknown,
164044862,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
164044862,11.1,Habitat shifting & alteration,Future,Majority (50-90%),"Slow, Significant Declines",Low Impact: 4,
164044862,1.2,Commercial & industrial areas,Ongoing,Unknown,Unknown,Unknown,
164044862,8.1,Invasive non-native/alien species/diseases (Phragmites australis),Ongoing,Unknown,Unknown,Unknown,Phragmites australis
164044862,8.1.2,Named species (Phragmites australis),Ongoing,Unknown,Unknown,Unknown,Phragmites australis
164044862,9.1,Domestic & urban waste water,Ongoing,Unknown,Unknown,Unknown,
164044862,9.1.2,Run-off,Ongoing,Unknown,Unknown,Unknown,
164044862,9.3,Agricultural & forestry effluents,Ongoing,Unknown,Unknown,Unknown,
164044862,9.3.2,"Soil erosion, sedimentation",Ongoing,Unknown,Unknown,Unknown,
164044862,9.6,Excess energy,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
164044862,9.6.1,Light pollution,Ongoing,Unknown,"Slow, Significant Declines",Unknown,
18952,4.1,Roads & railroads,"Past, Unlikely to Return",Majority (50-90%),Rapid Declines,Past Impact,
18952,8.1,Invasive non-native/alien species/diseases (Unspecified Rattus),Ongoing,Unknown,"Slow, Significant Declines",Unknown,Unspecified Rattus
18952,8.1.2,Named species (Unspecified Rattus),Ongoing,Unknown,"Slow, Significant Declines",Unknown,Unspecified Rattus
18952,9.4,Garbage & solid waste,Ongoing,Unknown,Causing/Could cause fluctuations,Unknown,
156188,11.2,Droughts,Ongoing,,,Low Impact: 3,
156188,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
156188,7.2.3,Abstraction of surface water (agricultural use),Ongoing,,,Low Impact: 3,
156188,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
156188,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
156188,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
156188,9.1.1,Sewage,Ongoing,,,Low Impact: 3,
156188,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
156188,9.3.1,Nutrient loads,Ongoing,,,Low Impact: 3,
156188,9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,
18991,7.2,Dams & water management/use,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18991,7.2,Dams & water management/use,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
18991,7.2.11,Dams (size unknown),Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18991,7.2.8,Abstraction of ground water (unknown use),Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,
18991,9.3,Agricultural & forestry effluents,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18991,9.3.3,Herbicides and pesticides,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
18972,2.3,Livestock farming & ranching,Unknown,Unknown,Unknown,Unknown,
18972,2.3.4,Scale Unknown/Unrecorded,Unknown,Unknown,Unknown,Unknown,
18972,7.2,Dams & water management/use,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
18972,7.2,Dams & water management/use,Unknown,Unknown,Unknown,Unknown,
18972,7.2.11,Dams (size unknown),Unknown,Unknown,Unknown,Unknown,
18972,7.2.8,Abstraction of ground water (unknown use),Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,
22701703,1.1,Housing & urban areas,Ongoing,Whole (>90%),Rapid Declines,,
22701703,2.1,Annual & perennial non-timber crops,Ongoing,Whole (>90%),Rapid Declines,,
22701703,2.1.3,Agro-industry farming,Ongoing,Whole (>90%),Rapid Declines,,
22701703,2.3,Livestock farming & ranching,Ongoing,Whole (>90%),Rapid Declines,,
22701703,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Whole (>90%),Rapid Declines,,
22701703,5.3,Logging & wood harvesting,Ongoing,Whole (>90%),Rapid Declines,,
22701703,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,,
157846146,3.2,Mining & quarrying,Ongoing,Majority (50-90%),Unknown,Unknown,
60274,1.1,Housing & urban areas,Ongoing,,,Low Impact: 3,
60274,11.2,Droughts,Ongoing,,,Low Impact: 3,
60274,1.3,Tourism & recreation areas,Ongoing,,,Low Impact: 3,
60274,2.1,Annual & perennial non-timber crops,Future,,,No/Negligible Impact: 1,
60274,2.1.4,Scale Unknown/Unrecorded,Future,,,No/Negligible Impact: 1,
60274,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
60274,2.3.4,Scale Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
60274,6.1,Recreational activities,Future,,,No/Negligible Impact: 1,
60274,7.3,Other ecosystem modifications,Ongoing,,,Low Impact: 3,
60274,9.1,Domestic & urban waste water,Future,,,No/Negligible Impact: 1,
60274,9.1.3,Type Unknown/Unrecorded,Future,,,No/Negligible Impact: 1,
60274,9.2,Industrial & military effluents,Future,,,No/Negligible Impact: 1,
60274,9.2.3,Type Unknown/Unrecorded,Future,,,No/Negligible Impact: 1,
60274,9.3,Agricultural & forestry effluents,Future,,,No/Negligible Impact: 1,
60274,9.3.4,Type Unknown/Unrecorded,Future,,,No/Negligible Impact: 1,
45422118,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
45422118,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
45422118,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
45422118,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
45422600,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
45422600,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
45422600,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
45422600,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
45422600,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
45422600,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
45422623,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
45422623,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
45422623,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
45422623,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
45422623,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
45422623,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
22733968,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22733968,2.1.3,Agro-industry farming,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22733968,5.1,Hunting & trapping terrestrial animals,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
22733968,5.1.1,Intentional use (species is the target),Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
22733968,8.1,Invasive non-native/alien species/diseases (Apis mellifera ssp. scutellata),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Apis mellifera ssp. scutellata
22733968,8.1,Invasive non-native/alien species/diseases (Unspecified DIDELPHIDAE),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Unspecified DIDELPHIDAE
22733968,8.1,Invasive non-native/alien species/diseases (Unspecified HYMENOPTERA),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Unspecified HYMENOPTERA
22733968,8.1,Invasive non-native/alien species/diseases (Unspecified RODENTIA),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Unspecified RODENTIA
22733968,8.1.2,Named species (Apis mellifera ssp. scutellata),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Apis mellifera ssp. scutellata
22733968,8.1.2,Named species (Unspecified DIDELPHIDAE),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Unspecified DIDELPHIDAE
22733968,8.1.2,Named species (Unspecified HYMENOPTERA),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Unspecified HYMENOPTERA
22733968,8.1.2,Named species (Unspecified RODENTIA),Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,Unspecified RODENTIA
22685851,11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,
22685851,2.3,Livestock farming & ranching,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22685851,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22685851,3.2,Mining & quarrying,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
22685851,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22685851,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22685851,8.2,Problematic native species/diseases (Aulacorhynchus haematopygus),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,Aulacorhynchus haematopygus
22685851,8.2.2,Named species (Aulacorhynchus haematopygus),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,Aulacorhynchus haematopygus
22733974,11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),Unknown,Unknown,
22733974,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,
22733974,2.1.3,Agro-industry farming,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,
22733974,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,
22733974,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,
22733974,3.2,Mining & quarrying,Ongoing,Minority (<50%),Unknown,Unknown,
22733974,3.3,Renewable energy,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,
22733974,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
22733974,5.1.1,Intentional use (species is the target),Ongoing,Minority (<50%),Negligible declines,Low Impact: 4,
22733974,5.3,Logging & wood harvesting,Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
22733974,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Very Rapid Declines,High Impact: 8,
22733974,7.1,Fire & fire suppression,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22733974,7.1.1,Increase in fire frequency/intensity,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,
22685836,1.1,Housing & urban areas,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22685836,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22685836,2.1,Annual & perennial non-timber crops,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22685836,2.1.2,Small-holder farming,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22685836,2.1.4,Scale Unknown/Unrecorded,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,
22685836,2.3,Livestock farming & ranching,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22685836,2.3.3,"Agro-industry grazing, ranching or farming",Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22685836,5.1,Hunting & trapping terrestrial animals,Ongoing,Minority (<50%),Unknown,Unknown,
22685836,5.1,Hunting & trapping terrestrial animals,Ongoing,Unknown,Unknown,Unknown,
22685836,5.1.1,Intentional use (species is the target),Ongoing,Unknown,Unknown,Unknown,
22685836,5.1.3,Persecution/control,Ongoing,Minority (<50%),Unknown,Unknown,
22685836,5.3,Logging & wood harvesting,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22685836,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,
22685836,9.3,Agricultural & forestry effluents,"Past, Likely to Return",Minority (<50%),"Slow, Significant Declines",Past Impact,
22685836,9.3.4,Type Unknown/Unrecorded,"Past, Likely to Return",Minority (<50%),"Slow, Significant Declines",Past Impact,
58420,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
58420,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
58420,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
58420,5.3.5,Motivation Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
58420,5.4,Fishing & harvesting aquatic resources,Ongoing,,,Low Impact: 3,
58420,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
58420,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
58420,7.2.11,Dams (size unknown),Ongoing,,,Low Impact: 3,
58420,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
58420,9.3.4,Type Unknown/Unrecorded,Ongoing,,,Low Impact: 3,
58436,2.1,Annual & perennial non-timber crops,"Past, Unlikely to Return",,,Past Impact,
58436,2.1.2,Small-holder farming,"Past, Unlikely to Return",,,Past Impact,
58436,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
58436,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
58436,5.3,Logging & wood harvesting,"Past, Unlikely to Return",,,Past Impact,
58436,5.3.5,Motivation Unknown/Unrecorded,"Past, Unlikely to Return",,,Past Impact,
58438,2.1,Annual & perennial non-timber crops,Ongoing,,,Low Impact: 3,
58438,2.1.2,Small-holder farming,Ongoing,,,Low Impact: 3,
58438,5.1,Hunting & trapping terrestrial animals,Ongoing,,,Low Impact: 3,
58438,5.1.1,Intentional use (species is the target),Ongoing,,,Low Impact: 3,
58438,5.3,Logging & wood harvesting,"Past, Unlikely to Return",,,Past Impact,
58438,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],"Past, Unlikely to Return",,,Past Impact,
58438,7.2,Dams & water management/use,"Past, Unlikely to Return",,,Past Impact,
58438,7.2.11,Dams (size unknown),"Past, Unlikely to Return",,,Past Impact,
168159,11.1,Habitat shifting & alteration,Ongoing,Whole (>90%),Unknown,Unknown,
55909,2.1,Annual & perennial non-timber crops,Ongoing,Majority (50-90%),,Low Impact: 5,
55909,2.1.2,Small-holder farming,Ongoing,Majority (50-90%),,Low Impact: 5,
55909,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
55909,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
55909,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
55909,8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,,,Low Impact: 3,Batrachochytrium dendrobatidis
55917,1.1,Housing & urban areas,Ongoing,Unknown,Unknown,Unknown,
55917,11.2,Droughts,Ongoing,,,Low Impact: 3,
55917,2.1,Annual & perennial non-timber crops,Ongoing,Unknown,Unknown,Unknown,
55917,2.1.1,Shifting agriculture,Ongoing,Unknown,Unknown,Unknown,
55917,2.1.2,Small-holder farming,Ongoing,Unknown,Unknown,Unknown,
55917,3.2,Mining & quarrying,Ongoing,,,Low Impact: 3,
55917,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
55917,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
55917,6.1,Recreational activities,Future,,,No/Negligible Impact: 1,
55917,7.2,Dams & water management/use,Ongoing,,,Low Impact: 3,
55917,7.2.3,Abstraction of surface water (agricultural use),Ongoing,,,Low Impact: 3,
55917,8.1,Invasive non-native/alien species/diseases (Batrachochytrium dendrobatidis),Ongoing,Unknown,Rapid Declines,Unknown,Batrachochytrium dendrobatidis
55917,8.1.2,Named species (Batrachochytrium dendrobatidis),Ongoing,Unknown,Rapid Declines,Unknown,Batrachochytrium dendrobatidis
55917,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
55917,9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,
125183226,2.2,Wood & pulp plantations,Ongoing,,,Low Impact: 3,
125183226,2.2.1,Small-holder plantations,Ongoing,,,Low Impact: 3,
125183226,2.3,Livestock farming & ranching,Ongoing,,,Low Impact: 3,
125183226,2.3.2,"Small-holder grazing, ranching or farming",Ongoing,,,Low Impact: 3,
125183226,5.3,Logging & wood harvesting,Ongoing,,,Low Impact: 3,
125183226,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,,,Low Impact: 3,
155759,8.1,Invasive non-native/alien species/diseases,Ongoing,,,Low Impact: 3,
155759,8.1.1,Unspecified species,Ongoing,,,Low Impact: 3,
155759,9.1,Domestic & urban waste water,Ongoing,,,Low Impact: 3,
155759,9.1.1,Sewage,Ongoing,,,Low Impact: 3,
155759,9.3,Agricultural & forestry effluents,Ongoing,,,Low Impact: 3,
155759,9.3.1,Nutrient loads,Ongoing,,,Low Impact: 3,
155759,9.3.3,Herbicides and pesticides,Ongoing,,,Low Impact: 3,
164881,7.2,Dams & water management/use,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
164881,7.2.1,Abstraction of surface water (domestic use),Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,
164881,9.3,Agricultural & forestry effluents,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
164881,9.3.1,Nutrient loads,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,
